seed,episode,decision_step,source,target,C_ij,gate_value,communicated,queue_src,wait_src,demand_src,corridor_queue,queue_tgt,wait_tgt
1001,1,5,A,C,0.313597166650016,0.7459204792976379,1,2,7.0,5,0,1,5.0
1001,1,5,C,A,0.42181852497284267,0.7566194534301758,1,1,5.0,10,0,2,7.0
1001,1,5,B,D,0.443600100588945,0.7364618182182312,1,3,10.0,12,0,1,3.0
1001,1,5,D,B,0.5454222017080264,0.7406484484672546,1,1,3.0,12,0,3,10.0
1001,1,5,C,D,0.4162738720719201,0.7346041202545166,1,1,5.0,10,0,1,3.0
1001,1,5,D,C,0.5347622432287036,0.7381135821342468,1,1,3.0,12,0,1,5.0
1001,1,6,A,B,0.35773011295437696,0.7682977914810181,1,0,0.0,7,0,2,2.0
1001,1,6,B,A,0.3973706696240932,0.7603540420532227,1,2,2.0,13,0,0,0.0
1001,1,6,A,C,0.3368388463535781,0.7471138834953308,1,0,0.0,7,0,1,2.0
1001,1,6,C,A,0.38924151002218144,0.7444969415664673,1,1,2.0,11,0,0,0.0
1001,1,6,B,D,0.43627785098583133,0.7724029421806335,1,2,2.0,13,0,1,1.0
1001,1,6,D,B,0.48743788688171097,0.774127185344696,1,1,1.0,11,0,2,2.0
1001,1,6,C,D,0.42218659851518325,0.7608093619346619,1,1,2.0,11,0,1,1.0
1001,1,6,D,C,0.5011051803879585,0.753790557384491,1,1,1.0,11,0,1,2.0
1001,1,7,A,B,0.38520516921597325,0.7664783000946045,1,2,7.0,10,0,2,8.0
1001,1,7,B,A,0.38148787623616676,0.7588391900062561,1,2,8.0,9,0,2,7.0
1001,1,7,A,C,0.403540233053138,0.7564567923545837,1,2,7.0,10,0,2,9.0
1001,1,7,C,A,0.4069745459128914,0.7451034188270569,1,2,9.0,15,0,2,7.0
1001,1,7,B,D,0.4999201048562236,0.7664737105369568,1,2,8.0,9,0,2,11.0
1001,1,7,D,B,0.47770867966487507,0.7731475234031677,1,2,11.0,13,0,2,8.0
1001,1,7,C,D,0.5529708447087254,0.7561196684837341,1,2,9.0,15,0,2,11.0
1001,1,7,D,C,0.5389895872501818,0.7645250558853149,1,2,11.0,13,0,2,9.0
1001,1,8,A,B,0.4464486037434418,0.7379220128059387,1,0,0.0,13,0,0,0.0
1001,1,8,B,A,0.3857023133245615,0.7326151728630066,1,0,0.0,11,0,0,0.0
1001,1,8,A,C,0.38914142517343797,0.7465829849243164,1,0,0.0,13,0,2,5.0
1001,1,8,C,A,0.3957114285697245,0.7374679446220398,1,2,5.0,15,0,0,0.0
1001,1,8,B,D,0.5242045204279903,0.7430787086486816,1,0,0.0,11,0,1,1.0
1001,1,8,D,B,0.5065534232958302,0.7416399121284485,1,1,1.0,13,0,0,0.0
1001,1,8,C,D,0.5351774555147157,0.7488169074058533,1,2,5.0,15,0,1,1.0
1001,1,8,D,C,0.5315808296260587,0.7513539791107178,1,1,1.0,13,0,2,5.0
1001,1,9,A,B,0.44291861193460086,0.7434591054916382,1,0,0.0,18,0,1,2.0
1001,1,9,B,A,0.44524159167810623,0.7398855686187744,1,1,2.0,13,0,0,0.0
1001,1,9,A,C,0.40081486589350857,0.7457894682884216,1,0,0.0,18,0,3,16.0
1001,1,9,C,A,0.3486625950266824,0.7431986331939697,1,3,16.0,14,0,0,0.0
1001,1,9,B,D,0.5237209714927551,0.7341063618659973,1,1,2.0,13,0,2,11.0
1001,1,9,D,B,0.5075640311897996,0.7426133155822754,1,2,11.0,16,0,1,2.0
1001,1,9,C,D,0.4807114929533902,0.7382997274398804,1,3,16.0,14,0,2,11.0
1001,1,9,D,C,0.5119952347837108,0.7449002265930176,1,2,11.0,16,0,3,16.0
1001,1,10,A,B,0.41817080172353543,0.7476831674575806,1,0,0.0,17,0,0,0.0
1001,1,10,B,A,0.37471285483894423,0.7457136511802673,1,0,0.0,14,0,0,0.0
1001,1,10,A,C,0.45396211244847195,0.7568544149398804,1,0,0.0,17,0,1,1.0
1001,1,10,C,A,0.31940130370144126,0.7524493932723999,1,1,1.0,14,0,0,0.0
1001,1,10,B,D,0.5407773194294981,0.7455902099609375,1,0,0.0,14,0,0,0.0
1001,1,10,D,B,0.4750546111252578,0.7469353675842285,1,0,0.0,16,0,0,0.0
1001,1,10,C,D,0.4873503953200512,0.7524411082267761,1,1,1.0,14,0,0,0.0
1001,1,10,D,C,0.5389858305653076,0.7563967704772949,1,0,0.0,16,0,1,1.0
1001,1,11,A,B,0.386133862746018,0.7600079774856567,1,3,6.0,21,0,0,0.0
1001,1,11,B,A,0.38566485412635076,0.7450956106185913,1,0,0.0,16,1,3,6.0
1001,1,11,A,C,0.5295651094750871,0.7445005774497986,1,3,6.0,21,0,1,6.0
1001,1,11,C,A,0.38097154157147306,0.7336052060127258,1,1,6.0,14,1,3,6.0
1001,1,11,B,D,0.5339343882085722,0.7575737237930298,1,0,0.0,16,0,1,1.0
1001,1,11,D,B,0.40358242861758187,0.7565546035766602,1,1,1.0,19,0,0,0.0
1001,1,11,C,D,0.4493530978628628,0.746909499168396,1,1,6.0,14,0,1,1.0
1001,1,11,D,C,0.5222276998461235,0.7410387992858887,1,1,1.0,19,0,1,6.0
1001,1,12,A,B,0.3153682947677903,0.7476787567138672,1,3,3.0,18,0,0,0.0
1001,1,12,B,A,0.43552587639054186,0.728070855140686,1,0,0.0,19,2,3,3.0
1001,1,12,A,C,0.4941533074816699,0.7260962724685669,1,3,3.0,18,0,0,0.0
1001,1,12,C,A,0.42816728343348104,0.7168760895729065,1,0,0.0,15,0,3,3.0
1001,1,12,B,D,0.5528111236771288,0.7436237335205078,1,0,0.0,19,0,0,0.0
1001,1,12,D,B,0.2707173489107433,0.7458188533782959,1,0,0.0,18,0,0,0.0
1001,1,12,C,D,0.3049847966475361,0.7329038381576538,1,0,0.0,15,0,0,0.0
1001,1,12,D,C,0.4640136198640037,0.7234687209129333,1,0,0.0,18,0,0,0.0
1001,1,13,A,B,0.3476955612956193,0.7324633598327637,1,5,26.0,21,1,2,3.0
1001,1,13,B,A,0.5178678987633115,0.7252792716026306,1,2,3.0,21,4,5,26.0
1001,1,13,A,C,0.5521722292557841,0.7428730726242065,1,5,26.0,21,0,4,12.0
1001,1,13,C,A,0.49326370636739925,0.7204462885856628,1,4,12.0,19,0,5,26.0
1001,1,13,B,D,0.4358569873969502,0.7334689497947693,1,2,3.0,21,0,2,10.0
1001,1,13,D,B,0.30699400016998735,0.7270516157150269,1,2,10.0,19,0,2,3.0
1001,1,13,C,D,0.38029022215544495,0.7292072176933289,1,4,12.0,19,0,2,10.0
1001,1,13,D,C,0.4701857968302836,0.7376388907432556,1,2,10.0,19,3,4,12.0
1001,1,14,A,B,0.35397657961752554,0.7579739093780518,1,1,1.0,17,0,0,0.0
1001,1,14,B,A,0.4312484015403321,0.7407404184341431,1,0,0.0,23,0,1,1.0
1001,1,14,A,C,0.5224488576180306,0.7549485564231873,1,1,1.0,17,0,1,4.0
1001,1,14,C,A,0.5271413734385944,0.7350146174430847,1,1,4.0,20,1,1,1.0
1001,1,14,B,D,0.4346319526245571,0.751661479473114,1,0,0.0,23,0,0,0.0
1001,1,14,D,B,0.3239190107486861,0.7354663014411926,1,0,0.0,19,0,0,0.0
1001,1,14,C,D,0.3222087287469334,0.7457047700881958,1,1,4.0,20,0,0,0.0
1001,1,14,D,C,0.45648498907279533,0.7318016290664673,1,0,0.0,19,1,1,4.0
1001,1,15,A,B,0.43672330634592227,0.747498631477356,1,5,21.0,21,0,3,9.0
1001,1,15,B,A,0.4817858149686155,0.7403388023376465,1,3,9.0,26,1,5,21.0
1001,1,15,A,C,0.45387883631862513,0.7516918778419495,1,5,21.0,21,0,1,3.0
1001,1,15,C,A,0.5302071571636315,0.740445077419281,1,1,3.0,22,1,5,21.0
1001,1,15,B,D,0.45445494650212037,0.7531722187995911,1,3,9.0,26,2,2,8.0
1001,1,15,D,B,0.3329184794624911,0.7436376214027405,1,2,8.0,19,2,3,9.0
1001,1,15,C,D,0.31565965227882953,0.7521507740020752,1,1,3.0,22,0,2,8.0
1001,1,15,D,C,0.46797690327196606,0.7480783462524414,1,2,8.0,19,0,1,3.0
1001,1,16,A,B,0.4685598403914675,0.7276747822761536,1,1,1.0,21,0,1,1.0
1001,1,16,B,A,0.48630770051385513,0.7321659326553345,1,1,1.0,28,1,1,1.0
1001,1,16,A,C,0.4633709192052837,0.7322308421134949,1,1,1.0,21,0,1,3.0
1001,1,16,C,A,0.38407851997506304,0.7328091263771057,1,1,3.0,21,0,1,1.0
1001,1,16,B,D,0.43412633767906267,0.7410637736320496,1,1,1.0,28,0,0,0.0
1001,1,16,D,B,0.3781196273164828,0.7316949367523193,1,0,0.0,21,1,1,1.0
1001,1,16,C,D,0.20399667040305888,0.7417511940002441,1,1,3.0,21,0,0,0.0
1001,1,16,D,C,0.5123176760778924,0.7366916537284851,1,0,0.0,21,1,1,3.0
1001,1,17,A,B,0.4595169367388555,0.7145296335220337,1,3,11.0,26,1,5,18.0
1001,1,17,B,A,0.39512238865368277,0.727258563041687,1,5,18.0,25,3,3,11.0
1001,1,17,A,C,0.5008053032735739,0.7418291568756104,1,3,11.0,26,1,4,18.0
1001,1,17,C,A,0.4756694922981712,0.7335608005523682,1,4,18.0,25,0,3,11.0
1001,1,17,B,D,0.4797965939174553,0.7306145429611206,1,5,18.0,25,0,4,12.0
1001,1,17,D,B,0.5094236773073328,0.7196319103240967,1,4,12.0,22,2,5,18.0
1001,1,17,C,D,0.3605080909545568,0.7365666031837463,1,4,18.0,25,1,4,12.0
1001,1,17,D,C,0.5616846154974424,0.7449835538864136,1,4,12.0,22,1,4,18.0
1001,1,18,A,B,0.6055088703929137,0.7447431683540344,1,1,1.0,27,0,3,8.0
1001,1,18,B,A,0.3576293636426787,0.74554842710495,1,3,8.0,23,0,1,1.0
1001,1,18,A,C,0.4994396089197086,0.7401028275489807,1,1,1.0,27,1,3,6.0
1001,1,18,C,A,0.3722179699408247,0.7558625340461731,1,3,6.0,22,0,1,1.0
1001,1,18,B,D,0.5090258630388274,0.7483355402946472,1,3,8.0,23,2,2,3.0
1001,1,18,D,B,0.5793320454177647,0.7521189451217651,1,2,3.0,23,3,3,8.0
1001,1,18,C,D,0.3421823548419115,0.7570812106132507,1,3,6.0,22,0,2,3.0
1001,1,18,D,C,0.5279390503876388,0.7490416169166565,1,2,3.0,23,0,3,6.0
1001,1,19,A,B,0.6446842972350306,0.7492048144340515,1,3,11.0,28,0,8,27.0
1001,1,19,B,A,0.3365477142857234,0.7548973560333252,1,8,27.0,24,0,3,11.0
1001,1,19,A,C,0.5609363887884224,0.7440243363380432,1,3,11.0,28,3,6,32.0
1001,1,19,C,A,0.4122344316942317,0.7503125071525574,1,6,32.0,26,1,3,11.0
1001,1,19,B,D,0.5563025204926916,0.7649151682853699,1,8,27.0,24,3,5,22.0
1001,1,19,D,B,0.6293645409743548,0.7500614523887634,1,5,22.0,24,5,8,27.0
1001,1,19,C,D,0.35769017520155644,0.762612521648407,1,6,32.0,26,0,5,22.0
1001,1,19,D,C,0.6043860002749235,0.7479878067970276,1,5,22.0,24,0,6,32.0
1001,1,20,A,B,0.6225977177861617,0.7386600971221924,1,2,3.0,26,2,5,15.0
1001,1,20,B,A,0.3701564215333821,0.7386612892150879,1,5,15.0,28,2,2,3.0
1001,1,20,A,C,0.5348298285590923,0.7367541790008545,1,2,3.0,26,0,3,8.0
1001,1,20,C,A,0.40453048142244596,0.743168830871582,1,3,8.0,27,0,2,3.0
1001,1,20,B,D,0.5555291445041579,0.7225108742713928,1,5,15.0,28,0,2,4.0
1001,1,20,D,B,0.5780338037853878,0.7252172231674194,1,2,4.0,23,2,5,15.0
1001,1,20,C,D,0.42625170432372395,0.7279750108718872,1,3,8.0,27,0,2,4.0
1001,1,20,D,C,0.5718589827602072,0.7230694890022278,1,2,4.0,23,2,3,8.0
1001,1,21,A,B,0.6583353994455178,0.7244821786880493,1,6,23.0,26,5,7,37.0
1001,1,21,B,A,0.5117084609012877,0.7459402084350586,1,7,37.0,29,2,6,23.0
1001,1,21,A,C,0.6084400299675415,0.7393043041229248,1,6,23.0,26,2,9,38.0
1001,1,21,C,A,0.49286203280111074,0.7514742016792297,1,9,38.0,29,0,6,23.0
1001,1,21,B,D,0.5231137732783993,0.7248704433441162,1,7,37.0,29,0,5,22.0
1001,1,21,D,B,0.5842541071112588,0.7094722390174866,1,5,22.0,32,0,7,37.0
1001,1,21,C,D,0.47321613316559097,0.7306061387062073,1,9,38.0,29,0,5,22.0
1001,1,21,D,C,0.6468786101742898,0.7261609435081482,1,5,22.0,32,5,9,38.0
1001,1,22,A,B,0.6167771510556266,0.748663067817688,1,5,13.0,24,1,6,13.0
1001,1,22,B,A,0.5139760847203672,0.7570070028305054,1,6,13.0,32,0,5,13.0
1001,1,22,A,C,0.6078171662518586,0.7472127079963684,1,5,13.0,24,2,3,6.0
1001,1,22,C,A,0.46360409220130316,0.7709797620773315,1,3,6.0,28,2,5,13.0
1001,1,22,B,D,0.5875623281185534,0.7393690943717957,1,6,13.0,32,2,4,14.0
1001,1,22,D,B,0.6023331921067018,0.7407839894294739,1,4,14.0,34,4,6,13.0
1001,1,22,C,D,0.5136055894678881,0.7524142265319824,1,3,6.0,28,0,4,14.0
1001,1,22,D,C,0.6420673763239171,0.7397148609161377,1,4,14.0,34,1,3,6.0
1001,1,23,A,B,0.6140102210478691,0.7447798848152161,1,10,53.0,25,0,7,41.0
1001,1,23,B,A,0.589624791352795,0.7420592308044434,1,7,41.0,29,0,10,53.0
1001,1,23,A,C,0.6513121471490213,0.7356810569763184,1,10,53.0,25,4,5,24.0
1001,1,23,C,A,0.586172368256316,0.7520430088043213,1,5,24.0,28,2,10,53.0
1001,1,23,B,D,0.5813853840161867,0.7423007488250732,1,7,41.0,29,4,7,32.0
1001,1,23,D,B,0.6342644284742454,0.7470303773880005,1,7,32.0,35,5,7,41.0
1001,1,23,C,D,0.4306159313118622,0.7519325613975525,1,5,24.0,28,0,7,32.0
1001,1,23,D,C,0.6839160093646374,0.7394986748695374,1,7,32.0,35,0,5,24.0
1001,1,24,A,B,0.6010209605546255,0.7348763942718506,1,2,3.0,22,1,2,5.0
1001,1,24,B,A,0.6126233555925015,0.742810845375061,1,2,5.0,30,1,2,3.0
1001,1,24,A,C,0.6246329948804745,0.7186749577522278,1,2,3.0,22,1,4,11.0
1001,1,24,C,A,0.5295405837503482,0.7444300651550293,1,4,11.0,29,0,2,3.0
1001,1,24,B,D,0.593172627862891,0.73945552110672,1,2,5.0,30,0,2,3.0
1001,1,24,D,B,0.5788299636560075,0.7319421768188477,1,2,3.0,33,0,2,5.0
1001,1,24,C,D,0.5319003730924634,0.7413771748542786,1,4,11.0,29,0,2,3.0
1001,1,24,D,C,0.648987439670115,0.714759349822998,1,2,3.0,33,2,4,11.0
1001,1,25,A,B,0.621096722831024,0.7209473252296448,1,7,25.0,22,2,5,23.0
1001,1,25,B,A,0.5212930742118689,0.7551926374435425,1,5,23.0,29,1,7,25.0
1001,1,25,A,C,0.6294403885977611,0.7154884934425354,1,7,25.0,22,2,6,27.0
1001,1,25,C,A,0.5580722219285078,0.7504374980926514,1,6,27.0,30,0,7,25.0
1001,1,25,B,D,0.6140108471684501,0.7482140064239502,1,5,23.0,29,0,7,26.0
1001,1,25,D,B,0.6750486556061965,0.7225528955459595,1,7,26.0,32,2,5,23.0
1001,1,25,C,D,0.5581865232277639,0.7437497973442078,1,6,27.0,30,0,7,26.0
1001,1,25,D,C,0.6679456762719909,0.7171841859817505,1,7,26.0,32,3,6,27.0
1001,1,26,A,B,0.5696173181952372,0.7547263503074646,1,5,8.0,21,0,5,17.0
1001,1,26,B,A,0.6456854879748021,0.7677933573722839,1,5,17.0,28,0,5,8.0
1001,1,26,A,C,0.5293406005999005,0.7452014088630676,1,5,8.0,21,3,4,15.0
1001,1,26,C,A,0.6429694150537173,0.7741738557815552,1,4,15.0,31,2,5,8.0
1001,1,26,B,D,0.5473942909395482,0.7609656453132629,1,5,17.0,28,2,7,26.0
1001,1,26,D,B,0.5775839403996063,0.7593028545379639,1,7,26.0,35,3,5,17.0
1001,1,26,C,D,0.5701978061320407,0.7689719200134277,1,4,15.0,31,0,7,26.0
1001,1,26,D,C,0.6481679587378399,0.7488518953323364,1,7,26.0,35,0,4,15.0
1001,1,27,A,B,0.6081257159533604,0.749206006526947,1,6,37.0,23,1,11,53.0
1001,1,27,B,A,0.626139860012669,0.7452778816223145,1,11,53.0,30,0,6,37.0
1001,1,27,A,C,0.5471423255870871,0.7477915287017822,1,6,37.0,23,4,7,28.0
1001,1,27,C,A,0.6734526083225276,0.7538185119628906,1,7,28.0,35,3,6,37.0
1001,1,27,B,D,0.6285917349128731,0.7512152791023254,1,11,53.0,30,3,10,45.0
1001,1,27,D,B,0.6701883090385707,0.7591366767883301,1,10,45.0,33,5,11,53.0
1001,1,27,C,D,0.4517821679691717,0.7608921527862549,1,7,28.0,35,1,10,45.0
1001,1,27,D,C,0.6388059721391823,0.7587327361106873,1,10,45.0,33,0,7,28.0
1001,1,28,A,B,0.6045376921413516,0.7280271649360657,1,1,2.0,23,1,6,22.0
1001,1,28,B,A,0.6479476609614239,0.741593599319458,1,6,22.0,33,1,1,2.0
1001,1,28,A,C,0.49545642567936965,0.7428874373435974,1,1,2.0,23,3,7,15.0
1001,1,28,C,A,0.6524665355983919,0.7388707399368286,1,7,15.0,34,0,1,2.0
1001,1,28,B,D,0.6778125029064849,0.7371604442596436,1,6,22.0,33,0,6,15.0
1001,1,28,D,B,0.6312352709164574,0.7318956255912781,1,6,15.0,31,1,6,22.0
1001,1,28,C,D,0.4935713868515007,0.7354352474212646,1,7,15.0,34,1,6,15.0
1001,1,28,D,C,0.5931515374649897,0.7472317814826965,1,6,15.0,31,2,7,15.0
1001,1,29,A,B,0.6477435355725485,0.7277876734733582,1,4,18.0,27,3,8,38.0
1001,1,29,B,A,0.6413975275968073,0.7337622046470642,1,8,38.0,37,2,4,18.0
1001,1,29,A,C,0.4634206526272146,0.7338243126869202,1,4,18.0,27,2,7,38.0
1001,1,29,C,A,0.6370182229474632,0.731652021408081,1,7,38.0,30,1,4,18.0
1001,1,29,B,D,0.7162557110683762,0.725084662437439,1,8,38.0,37,0,11,47.0
1001,1,29,D,B,0.5463339826912819,0.7247804999351501,1,11,47.0,30,0,8,38.0
1001,1,29,C,D,0.47346373544637327,0.7234863042831421,1,7,38.0,30,2,11,47.0
1001,1,29,D,C,0.6319487503786383,0.7295212745666504,1,11,47.0,30,2,7,38.0
1001,1,30,A,B,0.6494314333330908,0.7709428071975708,1,3,6.0,30,0,4,12.0
1001,1,30,B,A,0.6421043521881866,0.7511780261993408,1,4,12.0,36,1,3,6.0
1001,1,30,A,C,0.5075910471854062,0.7558445334434509,1,3,6.0,30,4,5,8.0
1001,1,30,C,A,0.6712823034557428,0.7624661326408386,1,5,8.0,29,1,3,6.0
1001,1,30,B,D,0.6583062310293784,0.7586628794670105,1,4,12.0,36,2,7,29.0
1001,1,30,D,B,0.558750793194474,0.7777286767959595,1,7,29.0,30,1,4,12.0
1001,1,30,C,D,0.47511649996501104,0.7746607661247253,1,5,8.0,29,0,7,29.0
1001,1,30,D,C,0.5886490435118055,0.7592911124229431,1,7,29.0,30,0,5,8.0
1001,1,31,A,B,0.6246207611473967,0.782459557056427,1,8,27.0,27,0,8,34.0
1001,1,31,B,A,0.6181890596129969,0.7666061520576477,1,8,34.0,33,0,8,27.0
1001,1,31,A,C,0.40717503474112,0.7521737813949585,1,8,27.0,27,7,12,52.0
1001,1,31,C,A,0.7091525413315388,0.7635998129844666,1,12,52.0,31,5,8,27.0
1001,1,31,B,D,0.6694061994158557,0.7682982683181763,1,8,34.0,33,4,10,43.0
1001,1,31,D,B,0.5085777120206312,0.7840725779533386,1,10,43.0,30,4,8,34.0
1001,1,31,C,D,0.5019006363440128,0.769263505935669,1,12,52.0,31,1,10,43.0
1001,1,31,D,C,0.6190870791783241,0.7523425221443176,1,10,43.0,30,0,12,52.0
1001,1,32,A,B,0.6090611031531106,0.7579269409179688,1,4,7.0,26,0,4,9.0
1001,1,32,B,A,0.6776984979132039,0.7506281137466431,1,4,9.0,33,2,4,7.0
1001,1,32,A,C,0.3933811682579405,0.733913242816925,1,4,7.0,26,3,4,18.0
1001,1,32,C,A,0.6947917841548144,0.7395766973495483,1,4,18.0,34,0,4,7.0
1001,1,32,B,D,0.6741347301552181,0.7526568174362183,1,4,9.0,33,0,3,7.0
1001,1,32,D,B,0.4812123786082786,0.7507997751235962,1,3,7.0,31,1,4,9.0
1001,1,32,C,D,0.5942725664743387,0.7413049340248108,1,4,18.0,34,1,3,7.0
1001,1,32,D,C,0.5938384937767597,0.7274972796440125,1,3,7.0,31,0,4,18.0
1001,1,33,A,B,0.6136910587509046,0.7470478415489197,1,8,38.0,28,0,8,38.0
1001,1,33,B,A,0.6965281276569976,0.7430280447006226,1,8,38.0,34,5,8,38.0
1001,1,33,A,C,0.6326485081906529,0.7309924364089966,1,8,38.0,28,0,8,30.0
1001,1,33,C,A,0.7003783482799614,0.738463819026947,1,8,30.0,35,0,8,38.0
1001,1,33,B,D,0.6480411101942274,0.7390674948692322,1,8,38.0,34,1,10,39.0
1001,1,33,D,B,0.4852585626243122,0.7404146194458008,1,10,39.0,33,2,8,38.0
1001,1,33,C,D,0.6169032843941737,0.733896791934967,1,8,30.0,35,2,10,39.0
1001,1,33,D,C,0.6680791281236997,0.7226032018661499,1,10,39.0,33,4,8,30.0
1001,1,34,A,B,0.5872099845484018,0.7620376348495483,1,3,12.0,27,0,6,20.0
1001,1,34,B,A,0.6713823810747678,0.7518388628959656,1,6,20.0,34,1,3,12.0
1001,1,34,A,C,0.560280083503849,0.7408778071403503,1,3,12.0,27,2,5,12.0
1001,1,34,C,A,0.6989047392222296,0.7537402510643005,1,5,12.0,34,1,3,12.0
1001,1,34,B,D,0.6844120887611066,0.7674638628959656,1,6,20.0,34,1,6,15.0
1001,1,34,D,B,0.6303194816534854,0.7652698755264282,1,6,15.0,32,2,6,20.0
1001,1,34,C,D,0.5420141267553606,0.7705941796302795,1,5,12.0,34,0,6,15.0
1001,1,34,D,C,0.6321466745087825,0.7384644150733948,1,6,15.0,32,0,5,12.0
1001,1,35,A,B,0.5002135200762038,0.7651448845863342,1,5,17.0,28,0,13,48.0
1001,1,35,B,A,0.6660097711828742,0.7397730946540833,1,13,48.0,36,1,5,17.0
1001,1,35,A,C,0.5968718926603728,0.74061518907547,1,5,17.0,28,5,9,31.0
1001,1,35,C,A,0.6924949125414079,0.7490007877349854,1,9,31.0,36,4,5,17.0
1001,1,35,B,D,0.7161069644745529,0.7568115592002869,1,13,48.0,36,1,8,42.0
1001,1,35,D,B,0.7072783783907227,0.7668811678886414,1,8,42.0,36,7,13,48.0
1001,1,35,C,D,0.5380668947493586,0.7646239995956421,1,9,31.0,36,2,8,42.0
1001,1,35,D,C,0.6752782126665801,0.741428554058075,1,8,42.0,36,1,9,31.0
1001,1,36,A,B,0.5318195030641033,0.7468596696853638,1,5,8.0,30,0,8,36.0
1001,1,36,B,A,0.6332544954487656,0.7301455736160278,1,8,36.0,36,3,5,8.0
1001,1,36,A,C,0.60916578427472,0.7265502214431763,1,5,8.0,30,4,8,24.0
1001,1,36,C,A,0.617476158053497,0.7269380688667297,1,8,24.0,37,0,5,8.0
1001,1,36,B,D,0.70214881438958,0.7388976216316223,1,8,36.0,36,0,2,5.0
1001,1,36,D,B,0.6720778402695572,0.7452495694160461,1,2,5.0,34,3,8,36.0
1001,1,36,C,D,0.5738646435786945,0.7354098558425903,1,8,24.0,37,0,2,5.0
1001,1,36,D,C,0.631816543287522,0.7223787307739258,1,2,5.0,34,3,8,24.0
1001,1,37,A,B,0.5283262612491608,0.7327305674552917,1,10,49.0,33,1,8,32.0
1001,1,37,B,A,0.6761896403768708,0.7356165647506714,1,8,32.0,35,6,10,49.0
1001,1,37,A,C,0.6439472226739134,0.7311205267906189,1,10,49.0,33,0,10,48.0
