seed,episode,decision_step,source,target,gate_value,communicated,communication_cost
1005,5,57,A,B,0.6135,True,0.0100
1005,5,57,B,A,0.6166,True,0.0100
1005,5,57,A,C,0.6180,True,0.0100
1005,5,57,C,A,0.6311,True,0.0100
1005,5,57,B,D,0.6121,True,0.0100
1005,5,57,D,B,0.6331,True,0.0100
1005,5,57,C,D,0.6230,True,0.0100
1005,5,57,D,C,0.6420,True,0.0100
1005,5,58,A,B,0.5969,True,0.0100
1005,5,58,B,A,0.5748,True,0.0100
1005,5,58,A,C,0.5679,True,0.0100
1005,5,58,C,A,0.5926,True,0.0100
1005,5,58,B,D,0.5992,True,0.0100
1005,5,58,D,B,0.6076,True,0.0100
1005,5,58,C,D,0.6175,True,0.0100
1005,5,58,D,C,0.5787,True,0.0100
1005,5,59,A,B,0.6298,True,0.0100
1005,5,59,B,A,0.5575,True,0.0100
1005,5,59,A,C,0.5868,True,0.0100
1005,5,59,C,A,0.5760,True,0.0100
1005,5,59,B,D,0.6059,True,0.0100
1005,5,59,D,B,0.6242,True,0.0100
1005,5,59,C,D,0.6266,True,0.0100
1005,5,59,D,C,0.5781,True,0.0100
1005,5,60,A,B,0.6515,True,0.0100
1005,5,60,B,A,0.5966,True,0.0100
1005,5,60,A,C,0.6100,True,0.0100
1005,5,60,C,A,0.6069,True,0.0100
1005,5,60,B,D,0.6326,True,0.0100
1005,5,60,D,B,0.6853,True,0.0100
1005,5,60,C,D,0.6464,True,0.0100
1005,5,60,D,C,0.6519,True,0.0100
1005,5,61,A,B,0.6219,True,0.0100
1005,5,61,B,A,0.6024,True,0.0100
1005,5,61,A,C,0.5957,True,0.0100
1005,5,61,C,A,0.6194,True,0.0100
1005,5,61,B,D,0.6008,True,0.0100
1005,5,61,D,B,0.6558,True,0.0100
1005,5,61,C,D,0.6202,True,0.0100
1005,5,61,D,C,0.6375,True,0.0100
1005,5,62,A,B,0.6308,True,0.0100
1005,5,62,B,A,0.5721,True,0.0100
1005,5,62,A,C,0.5811,True,0.0100
1005,5,62,C,A,0.5752,True,0.0100
1005,5,62,B,D,0.5863,True,0.0100
1005,5,62,D,B,0.6560,True,0.0100
1005,5,62,C,D,0.5880,True,0.0100
1005,5,62,D,C,0.6053,True,0.0100
1005,5,63,A,B,0.6328,True,0.0100
1005,5,63,B,A,0.5725,True,0.0100
1005,5,63,A,C,0.5797,True,0.0100
1005,5,63,C,A,0.5669,True,0.0100
1005,5,63,B,D,0.6116,True,0.0100
1005,5,63,D,B,0.6444,True,0.0100
1005,5,63,C,D,0.6038,True,0.0100
1005,5,63,D,C,0.5853,True,0.0100
1005,5,64,A,B,0.6394,True,0.0100
1005,5,64,B,A,0.6233,True,0.0100
1005,5,64,A,C,0.5983,True,0.0100
1005,5,64,C,A,0.6071,True,0.0100
1005,5,64,B,D,0.6436,True,0.0100
1005,5,64,D,B,0.6532,True,0.0100
1005,5,64,C,D,0.6274,True,0.0100
1005,5,64,D,C,0.6154,True,0.0100
1005,5,65,A,B,0.6180,True,0.0100
1005,5,65,B,A,0.6174,True,0.0100
1005,5,65,A,C,0.5745,True,0.0100
1005,5,65,C,A,0.6164,True,0.0100
1005,5,65,B,D,0.6221,True,0.0100
1005,5,65,D,B,0.6439,True,0.0100
1005,5,65,C,D,0.6145,True,0.0100
1005,5,65,D,C,0.6044,True,0.0100
1005,5,66,A,B,0.5772,True,0.0100
1005,5,66,B,A,0.6148,True,0.0100
1005,5,66,A,C,0.5553,True,0.0100
1005,5,66,C,A,0.5962,True,0.0100
1005,5,66,B,D,0.6375,True,0.0100
1005,5,66,D,B,0.5983,True,0.0100
1005,5,66,C,D,0.6215,True,0.0100
1005,5,66,D,C,0.5715,True,0.0100
1005,5,67,A,B,0.5977,True,0.0100
1005,5,67,B,A,0.5703,True,0.0100
1005,5,67,A,C,0.5606,True,0.0100
1005,5,67,C,A,0.5793,True,0.0100
1005,5,67,B,D,0.6041,True,0.0100
1005,5,67,D,B,0.6103,True,0.0100
1005,5,67,C,D,0.6166,True,0.0100
1005,5,67,D,C,0.5672,True,0.0100
1005,5,68,A,B,0.6135,True,0.0100
1005,5,68,B,A,0.6260,True,0.0100
1005,5,68,A,C,0.5829,True,0.0100
1005,5,68,C,A,0.6316,True,0.0100
1005,5,68,B,D,0.6239,True,0.0100
1005,5,68,D,B,0.6668,True,0.0100
1005,5,68,C,D,0.6353,True,0.0100
1005,5,68,D,C,0.6372,True,0.0100
1005,5,69,A,B,0.5982,True,0.0100
1005,5,69,B,A,0.6243,True,0.0100
1005,5,69,A,C,0.5829,True,0.0100
1005,5,69,C,A,0.6384,True,0.0100
1005,5,69,B,D,0.6111,True,0.0100
1005,5,69,D,B,0.6639,True,0.0100
1005,5,69,C,D,0.6257,True,0.0100
1005,5,69,D,C,0.6489,True,0.0100
1005,5,70,A,B,0.5988,True,0.0100
1005,5,70,B,A,0.5942,True,0.0100
1005,5,70,A,C,0.5899,True,0.0100
1005,5,70,C,A,0.5868,True,0.0100
1005,5,70,B,D,0.5938,True,0.0100
1005,5,70,D,B,0.6124,True,0.0100
1005,5,70,C,D,0.5886,True,0.0100
1005,5,70,D,C,0.6014,True,0.0100
1005,5,71,A,B,0.5994,True,0.0100
1005,5,71,B,A,0.5929,True,0.0100
1005,5,71,A,C,0.5916,True,0.0100
1005,5,71,C,A,0.5686,True,0.0100
1005,5,71,B,D,0.6147,True,0.0100
1005,5,71,D,B,0.5796,True,0.0100
1005,5,71,C,D,0.5927,True,0.0100
1005,5,71,D,C,0.5639,True,0.0100
1005,5,72,A,B,0.6253,True,0.0100
1005,5,72,B,A,0.6045,True,0.0100
1005,5,72,A,C,0.5885,True,0.0100
1005,5,72,C,A,0.6241,True,0.0100
1005,5,72,B,D,0.6064,True,0.0100
1005,5,72,D,B,0.6622,True,0.0100
1005,5,72,C,D,0.6303,True,0.0100
1005,5,72,D,C,0.6310,True,0.0100
1005,5,73,A,B,0.6299,True,0.0100
1005,5,73,B,A,0.6129,True,0.0100
1005,5,73,A,C,0.5849,True,0.0100
1005,5,73,C,A,0.6505,True,0.0100
1005,5,73,B,D,0.6106,True,0.0100
1005,5,73,D,B,0.6572,True,0.0100
1005,5,73,C,D,0.6483,True,0.0100
1005,5,73,D,C,0.6207,True,0.0100
1005,5,74,A,B,0.6135,True,0.0100
1005,5,74,B,A,0.5951,True,0.0100
1005,5,74,A,C,0.5887,True,0.0100
1005,5,74,C,A,0.6084,True,0.0100
1005,5,74,B,D,0.6064,True,0.0100
1005,5,74,D,B,0.6318,True,0.0100
1005,5,74,C,D,0.6234,True,0.0100
1005,5,74,D,C,0.6073,True,0.0100
1005,5,75,A,B,0.5991,True,0.0100
1005,5,75,B,A,0.6000,True,0.0100
1005,5,75,A,C,0.5862,True,0.0100
1005,5,75,C,A,0.6037,True,0.0100
1005,5,75,B,D,0.6277,True,0.0100
1005,5,75,D,B,0.6042,True,0.0100
1005,5,75,C,D,0.6329,True,0.0100
1005,5,75,D,C,0.5882,True,0.0100
1005,5,76,A,B,0.6372,True,0.0100
1005,5,76,B,A,0.6239,True,0.0100
1005,5,76,A,C,0.6180,True,0.0100
1005,5,76,C,A,0.6393,True,0.0100
1005,5,76,B,D,0.6270,True,0.0100
1005,5,76,D,B,0.6336,True,0.0100
1005,5,76,C,D,0.6422,True,0.0100
1005,5,76,D,C,0.6156,True,0.0100
1005,5,77,A,B,0.6142,True,0.0100
1005,5,77,B,A,0.6120,True,0.0100
1005,5,77,A,C,0.5972,True,0.0100
1005,5,77,C,A,0.6232,True,0.0100
1005,5,77,B,D,0.6006,True,0.0100
1005,5,77,D,B,0.6307,True,0.0100
1005,5,77,C,D,0.6129,True,0.0100
1005,5,77,D,C,0.6204,True,0.0100
1005,5,78,A,B,0.6228,True,0.0100
1005,5,78,B,A,0.5746,True,0.0100
1005,5,78,A,C,0.5966,True,0.0100
1005,5,78,C,A,0.5854,True,0.0100
1005,5,78,B,D,0.5670,True,0.0100
1005,5,78,D,B,0.6371,True,0.0100
1005,5,78,C,D,0.5876,True,0.0100
1005,5,78,D,C,0.6132,True,0.0100
1005,5,79,A,B,0.6293,True,0.0100
1005,5,79,B,A,0.5655,True,0.0100
1005,5,79,A,C,0.5867,True,0.0100
1005,5,79,C,A,0.5832,True,0.0100
1005,5,79,B,D,0.5768,True,0.0100
1005,5,79,D,B,0.6129,True,0.0100
1005,5,79,C,D,0.6029,True,0.0100
1005,5,79,D,C,0.5723,True,0.0100
1005,5,80,A,B,0.6483,True,0.0100
1005,5,80,B,A,0.6094,True,0.0100
1005,5,80,A,C,0.6253,True,0.0100
1005,5,80,C,A,0.6169,True,0.0100
1005,5,80,B,D,0.5902,True,0.0100
1005,5,80,D,B,0.6564,True,0.0100
1005,5,80,C,D,0.6081,True,0.0100
1005,5,80,D,C,0.6398,True,0.0100
1005,5,81,A,B,0.6336,True,0.0100
1005,5,81,B,A,0.6130,True,0.0100
1005,5,81,A,C,0.6101,True,0.0100
1005,5,81,C,A,0.6412,True,0.0100
1005,5,81,B,D,0.5960,True,0.0100
1005,5,81,D,B,0.6409,True,0.0100
1005,5,81,C,D,0.6257,True,0.0100
1005,5,81,D,C,0.6267,True,0.0100
1005,5,82,A,B,0.6171,True,0.0100
1005,5,82,B,A,0.5983,True,0.0100
1005,5,82,A,C,0.5947,True,0.0100
1005,5,82,C,A,0.5948,True,0.0100
1005,5,82,B,D,0.6180,True,0.0100
1005,5,82,D,B,0.6026,True,0.0100
1005,5,82,C,D,0.6150,True,0.0100
1005,5,82,D,C,0.5834,True,0.0100
1005,5,83,A,B,0.5895,True,0.0100
1005,5,83,B,A,0.5899,True,0.0100
1005,5,83,A,C,0.5875,True,0.0100
1005,5,83,C,A,0.5885,True,0.0100
1005,5,83,B,D,0.6274,True,0.0100
1005,5,83,D,B,0.5851,True,0.0100
1005,5,83,C,D,0.6290,True,0.0100
1005,5,83,D,C,0.5821,True,0.0100
1005,5,84,A,B,0.6157,True,0.0100
1005,5,84,B,A,0.6239,True,0.0100
1005,5,84,A,C,0.6110,True,0.0100
1005,5,84,C,A,0.6404,True,0.0100
1005,5,84,B,D,0.6394,True,0.0100
1005,5,84,D,B,0.6351,True,0.0100
1005,5,84,C,D,0.6598,True,0.0100
1005,5,84,D,C,0.6387,True,0.0100
1005,5,85,A,B,0.5925,True,0.0100
1005,5,85,B,A,0.6176,True,0.0100
1005,5,85,A,C,0.5986,True,0.0100
1005,5,85,C,A,0.6297,True,0.0100
1005,5,85,B,D,0.6189,True,0.0100
1005,5,85,D,B,0.6179,True,0.0100
1005,5,85,C,D,0.6325,True,0.0100
1005,5,85,D,C,0.6329,True,0.0100
1005,5,86,A,B,0.6011,True,0.0100
1005,5,86,B,A,0.5875,True,0.0100
1005,5,86,A,C,0.5935,True,0.0100
1005,5,86,C,A,0.5925,True,0.0100
1005,5,86,B,D,0.6222,True,0.0100
1005,5,86,D,B,0.6190,True,0.0100
1005,5,86,C,D,0.6318,True,0.0100
1005,5,86,D,C,0.6108,True,0.0100
1005,5,87,A,B,0.6104,True,0.0100
1005,5,87,B,A,0.5588,True,0.0100
1005,5,87,A,C,0.5792,True,0.0100
1005,5,87,C,A,0.5917,True,0.0100
1005,5,87,B,D,0.6110,True,0.0100
1005,5,87,D,B,0.6082,True,0.0100
1005,5,87,C,D,0.6451,True,0.0100
1005,5,87,D,C,0.5756,True,0.0100
1005,5,88,A,B,0.6413,True,0.0100
1005,5,88,B,A,0.6173,True,0.0100
1005,5,88,A,C,0.6373,True,0.0100
1005,5,88,C,A,0.6301,True,0.0100
1005,5,88,B,D,0.6638,True,0.0100
1005,5,88,D,B,0.6385,True,0.0100
1005,5,88,C,D,0.6765,True,0.0100
1005,5,88,D,C,0.6380,True,0.0100
1005,5,89,A,B,0.6354,True,0.0100
1005,5,89,B,A,0.6408,True,0.0100
1005,5,89,A,C,0.6201,True,0.0100
1005,5,89,C,A,0.6376,True,0.0100
1005,5,89,B,D,0.6648,True,0.0100
1005,5,89,D,B,0.6509,True,0.0100
1005,5,89,C,D,0.6648,True,0.0100
1005,5,89,D,C,0.6404,True,0.0100
1005,5,90,A,B,0.6334,True,0.0100
1005,5,90,B,A,0.6014,True,0.0100
1005,5,90,A,C,0.6007,True,0.0100
1005,5,90,C,A,0.5885,True,0.0100
1005,5,90,B,D,0.6202,True,0.0100
1005,5,90,D,B,0.6321,True,0.0100
1005,5,90,C,D,0.6096,True,0.0100
1005,5,90,D,C,0.6018,True,0.0100
1005,5,91,A,B,0.6204,True,0.0100
1005,5,91,B,A,0.6023,True,0.0100
1005,5,91,A,C,0.5776,True,0.0100
1005,5,91,C,A,0.5844,True,0.0100
1005,5,91,B,D,0.6211,True,0.0100
1005,5,91,D,B,0.6258,True,0.0100
1005,5,91,C,D,0.6086,True,0.0100
1005,5,91,D,C,0.5779,True,0.0100
1005,5,92,A,B,0.6427,True,0.0100
1005,5,92,B,A,0.6411,True,0.0100
1005,5,92,A,C,0.6168,True,0.0100
1005,5,92,C,A,0.6174,True,0.0100
1005,5,92,B,D,0.6464,True,0.0100
1005,5,92,D,B,0.6697,True,0.0100
1005,5,92,C,D,0.6280,True,0.0100
1005,5,92,D,C,0.6473,True,0.0100
1005,5,93,A,B,0.6212,True,0.0100
1005,5,93,B,A,0.6455,True,0.0100
1005,5,93,A,C,0.5905,True,0.0100
1005,5,93,C,A,0.6410,True,0.0100
1005,5,93,B,D,0.6260,True,0.0100
1005,5,93,D,B,0.6699,True,0.0100
1005,5,93,C,D,0.6296,True,0.0100
1005,5,93,D,C,0.6438,True,0.0100
1005,5,94,A,B,0.6190,True,0.0100
1005,5,94,B,A,0.5816,True,0.0100
1005,5,94,A,C,0.5946,True,0.0100
1005,5,94,C,A,0.5698,True,0.0100
1005,5,94,B,D,0.6189,True,0.0100
1005,5,94,D,B,0.5911,True,0.0100
1005,5,94,C,D,0.6078,True,0.0100
1005,5,94,D,C,0.5609,True,0.0100
1005,5,95,A,B,0.6123,True,0.0100
1005,5,95,B,A,0.5467,True,0.0100
1005,5,95,A,C,0.5798,True,0.0100
1005,5,95,C,A,0.5604,True,0.0100
1005,5,95,B,D,0.6159,True,0.0100
1005,5,95,D,B,0.5888,True,0.0100
1005,5,95,C,D,0.6286,True,0.0100
1005,5,95,D,C,0.5506,True,0.0100
1005,5,96,A,B,0.6249,True,0.0100
1005,5,96,B,A,0.6151,True,0.0100
1005,5,96,A,C,0.5883,True,0.0100
1005,5,96,C,A,0.6566,True,0.0100
1005,5,96,B,D,0.6138,True,0.0100
1005,5,96,D,B,0.6467,True,0.0100
1005,5,96,C,D,0.6616,True,0.0100
1005,5,96,D,C,0.6143,True,0.0100
1005,5,97,A,B,0.5960,True,0.0100
1005,5,97,B,A,0.6138,True,0.0100
1005,5,97,A,C,0.5780,True,0.0100
1005,5,97,C,A,0.6495,True,0.0100
1005,5,97,B,D,0.6069,True,0.0100
1005,5,97,D,B,0.6433,True,0.0100
1005,5,97,C,D,0.6455,True,0.0100
1005,5,97,D,C,0.6307,True,0.0100
1005,5,98,A,B,0.6052,True,0.0100
1005,5,98,B,A,0.5869,True,0.0100
1005,5,98,A,C,0.5861,True,0.0100
1005,5,98,C,A,0.5992,True,0.0100
1005,5,98,B,D,0.5972,True,0.0100
1005,5,98,D,B,0.6214,True,0.0100
1005,5,98,C,D,0.6105,True,0.0100
1005,5,98,D,C,0.6029,True,0.0100
1005,5,99,A,B,0.6224,True,0.0100
1005,5,99,B,A,0.5880,True,0.0100
1005,5,99,A,C,0.5955,True,0.0100
1005,5,99,C,A,0.5873,True,0.0100
1005,5,99,B,D,0.6350,True,0.0100
1005,5,99,D,B,0.5968,True,0.0100
1005,5,99,C,D,0.6325,True,0.0100
1005,5,99,D,C,0.5652,True,0.0100
1006,6,0,A,B,0.6202,True,0.0100
1006,6,0,B,A,0.6202,True,0.0100
1006,6,0,A,C,0.6202,True,0.0100
1006,6,0,C,A,0.6202,True,0.0100
1006,6,0,B,D,0.6202,True,0.0100
1006,6,0,D,B,0.6202,True,0.0100
1006,6,0,C,D,0.6202,True,0.0100
1006,6,0,D,C,0.6202,True,0.0100
1006,6,1,A,B,0.6174,True,0.0100
1006,6,1,B,A,0.6177,True,0.0100
1006,6,1,A,C,0.6190,True,0.0100
1006,6,1,C,A,0.6183,True,0.0100
1006,6,1,B,D,0.6175,True,0.0100
1006,6,1,D,B,0.6181,True,0.0100
1006,6,1,C,D,0.6180,True,0.0100
1006,6,1,D,C,0.6197,True,0.0100
1006,6,2,A,B,0.5884,True,0.0100
1006,6,2,B,A,0.5898,True,0.0100
1006,6,2,A,C,0.5887,True,0.0100
1006,6,2,C,A,0.5925,True,0.0100
1006,6,2,B,D,0.5887,True,0.0100
1006,6,2,D,B,0.5915,True,0.0100
1006,6,2,C,D,0.5914,True,0.0100
1006,6,2,D,C,0.5918,True,0.0100
1006,6,3,A,B,0.5872,True,0.0100
1006,6,3,B,A,0.5813,True,0.0100
1006,6,3,A,C,0.5839,True,0.0100
1006,6,3,C,A,0.5845,True,0.0100
1006,6,3,B,D,0.5812,True,0.0100
1006,6,3,D,B,0.5904,True,0.0100
1006,6,3,C,D,0.5844,True,0.0100
1006,6,3,D,C,0.5871,True,0.0100
1006,6,4,A,B,0.5991,True,0.0100
1006,6,4,B,A,0.6074,True,0.0100
1006,6,4,A,C,0.6047,True,0.0100
1006,6,4,C,A,0.6062,True,0.0100
1006,6,4,B,D,0.6034,True,0.0100
1006,6,4,D,B,0.6047,True,0.0100
1006,6,4,C,D,0.6021,True,0.0100
1006,6,4,D,C,0.6105,True,0.0100
1006,6,5,A,B,0.5985,True,0.0100
1006,6,5,B,A,0.5962,True,0.0100
1006,6,5,A,C,0.6059,True,0.0100
1006,6,5,C,A,0.6051,True,0.0100
1006,6,5,B,D,0.5932,True,0.0100
1006,6,5,D,B,0.5923,True,0.0100
1006,6,5,C,D,0.6014,True,0.0100
1006,6,5,D,C,0.5993,True,0.0100
1006,6,6,A,B,0.5834,True,0.0100
1006,6,6,B,A,0.5792,True,0.0100
1006,6,6,A,C,0.5838,True,0.0100
1006,6,6,C,A,0.5808,True,0.0100
1006,6,6,B,D,0.5734,True,0.0100
1006,6,6,D,B,0.5835,True,0.0100
1006,6,6,C,D,0.5748,True,0.0100
1006,6,6,D,C,0.5844,True,0.0100
1006,6,7,A,B,0.5807,True,0.0100
1006,6,7,B,A,0.5838,True,0.0100
1006,6,7,A,C,0.5885,True,0.0100
1006,6,7,C,A,0.5756,True,0.0100
1006,6,7,B,D,0.5852,True,0.0100
1006,6,7,D,B,0.5804,True,0.0100
1006,6,7,C,D,0.5763,True,0.0100
1006,6,7,D,C,0.5878,True,0.0100
1006,6,8,A,B,0.5999,True,0.0100
1006,6,8,B,A,0.6057,True,0.0100
1006,6,8,A,C,0.5950,True,0.0100
1006,6,8,C,A,0.6126,True,0.0100
1006,6,8,B,D,0.5950,True,0.0100
1006,6,8,D,B,0.6073,True,0.0100
1006,6,8,C,D,0.6026,True,0.0100
1006,6,8,D,C,0.6037,True,0.0100
1006,6,9,A,B,0.6046,True,0.0100
1006,6,9,B,A,0.6083,True,0.0100
1006,6,9,A,C,0.6125,True,0.0100
1006,6,9,C,A,0.6114,True,0.0100
1006,6,9,B,D,0.6037,True,0.0100
1006,6,9,D,B,0.5991,True,0.0100
1006,6,9,C,D,0.6064,True,0.0100
1006,6,9,D,C,0.6076,True,0.0100
1006,6,10,A,B,0.5888,True,0.0100
1006,6,10,B,A,0.5619,True,0.0100
1006,6,10,A,C,0.5930,True,0.0100
1006,6,10,C,A,0.5795,True,0.0100
1006,6,10,B,D,0.5808,True,0.0100
1006,6,10,D,B,0.5844,True,0.0100
1006,6,10,C,D,0.5985,True,0.0100
1006,6,10,D,C,0.5894,True,0.0100
1006,6,11,A,B,0.6066,True,0.0100
1006,6,11,B,A,0.5604,True,0.0100
1006,6,11,A,C,0.5868,True,0.0100
1006,6,11,C,A,0.5721,True,0.0100
1006,6,11,B,D,0.5778,True,0.0100
1006,6,11,D,B,0.6097,True,0.0100
1006,6,11,C,D,0.5895,True,0.0100
1006,6,11,D,C,0.5895,True,0.0100
1006,6,12,A,B,0.6245,True,0.0100
1006,6,12,B,A,0.6210,True,0.0100
1006,6,12,A,C,0.5862,True,0.0100
1006,6,12,C,A,0.6298,True,0.0100
1006,6,12,B,D,0.6180,True,0.0100
1006,6,12,D,B,0.6222,True,0.0100
1006,6,12,C,D,0.6250,True,0.0100
1006,6,12,D,C,0.5821,True,0.0100
1006,6,13,A,B,0.6176,True,0.0100
1006,6,13,B,A,0.6248,True,0.0100
1006,6,13,A,C,0.5780,True,0.0100
1006,6,13,C,A,0.6223,True,0.0100
1006,6,13,B,D,0.6190,True,0.0100
1006,6,13,D,B,0.6391,True,0.0100
1006,6,13,C,D,0.6156,True,0.0100
1006,6,13,D,C,0.6010,True,0.0100
1006,6,14,A,B,0.5811,True,0.0100
1006,6,14,B,A,0.5936,True,0.0100
1006,6,14,A,C,0.5922,True,0.0100
1006,6,14,C,A,0.5613,True,0.0100
1006,6,14,B,D,0.6310,True,0.0100
1006,6,14,D,B,0.5675,True,0.0100
1006,6,14,C,D,0.5971,True,0.0100
1006,6,14,D,C,0.5793,True,0.0100
1006,6,15,A,B,0.5976,True,0.0100
1006,6,15,B,A,0.5720,True,0.0100
1006,6,15,A,C,0.5868,True,0.0100
1006,6,15,C,A,0.5569,True,0.0100
1006,6,15,B,D,0.6301,True,0.0100
1006,6,15,D,B,0.5880,True,0.0100
1006,6,15,C,D,0.6109,True,0.0100
1006,6,15,D,C,0.5749,True,0.0100
1006,6,16,A,B,0.6233,True,0.0100
1006,6,16,B,A,0.6042,True,0.0100
1006,6,16,A,C,0.6180,True,0.0100
1006,6,16,C,A,0.5972,True,0.0100
1006,6,16,B,D,0.6306,True,0.0100
1006,6,16,D,B,0.6393,True,0.0100
1006,6,16,C,D,0.6246,True,0.0100
1006,6,16,D,C,0.6343,True,0.0100
1006,6,17,A,B,0.6017,True,0.0100
1006,6,17,B,A,0.6226,True,0.0100
1006,6,17,A,C,0.5869,True,0.0100
1006,6,17,C,A,0.6239,True,0.0100
1006,6,17,B,D,0.6182,True,0.0100
1006,6,17,D,B,0.6218,True,0.0100
1006,6,17,C,D,0.6194,True,0.0100
1006,6,17,D,C,0.6075,True,0.0100
1006,6,18,A,B,0.5804,True,0.0100
1006,6,18,B,A,0.6027,True,0.0100
1006,6,18,A,C,0.5757,True,0.0100
1006,6,18,C,A,0.6025,True,0.0100
1006,6,18,B,D,0.6137,True,0.0100
1006,6,18,D,B,0.5702,True,0.0100
1006,6,18,C,D,0.6136,True,0.0100
1006,6,18,D,C,0.5643,True,0.0100
1006,6,19,A,B,0.6058,True,0.0100
1006,6,19,B,A,0.5656,True,0.0100
1006,6,19,A,C,0.5732,True,0.0100
1006,6,19,C,A,0.5570,True,0.0100
1006,6,19,B,D,0.6045,True,0.0100
1006,6,19,D,B,0.6034,True,0.0100
1006,6,19,C,D,0.5934,True,0.0100
1006,6,19,D,C,0.5708,True,0.0100
1006,6,20,A,B,0.6428,True,0.0100
1006,6,20,B,A,0.6046,True,0.0100
1006,6,20,A,C,0.6155,True,0.0100
1006,6,20,C,A,0.5944,True,0.0100
1006,6,20,B,D,0.6331,True,0.0100
1006,6,20,D,B,0.6513,True,0.0100
1006,6,20,C,D,0.6243,True,0.0100
1006,6,20,D,C,0.6247,True,0.0100
1006,6,21,A,B,0.6069,True,0.0100
1006,6,21,B,A,0.6302,True,0.0100
1006,6,21,A,C,0.5956,True,0.0100
1006,6,21,C,A,0.6299,True,0.0100
1006,6,21,B,D,0.6344,True,0.0100
1006,6,21,D,B,0.6533,True,0.0100
1006,6,21,C,D,0.6335,True,0.0100
1006,6,21,D,C,0.6428,True,0.0100
1006,6,22,A,B,0.6146,True,0.0100
1006,6,22,B,A,0.5976,True,0.0100
1006,6,22,A,C,0.6028,True,0.0100
1006,6,22,C,A,0.6053,True,0.0100
1006,6,22,B,D,0.6427,True,0.0100
1006,6,22,D,B,0.6327,True,0.0100
1006,6,22,C,D,0.6507,True,0.0100
1006,6,22,D,C,0.6193,True,0.0100
1006,6,23,A,B,0.5974,True,0.0100
1006,6,23,B,A,0.5972,True,0.0100
1006,6,23,A,C,0.6066,True,0.0100
1006,6,23,C,A,0.6030,True,0.0100
1006,6,23,B,D,0.6446,True,0.0100
1006,6,23,D,B,0.6198,True,0.0100
1006,6,23,C,D,0.6495,True,0.0100
1006,6,23,D,C,0.6294,True,0.0100
1006,6,24,A,B,0.6014,True,0.0100
1006,6,24,B,A,0.6283,True,0.0100
1006,6,24,A,C,0.5912,True,0.0100
1006,6,24,C,A,0.6492,True,0.0100
1006,6,24,B,D,0.6554,True,0.0100
1006,6,24,D,B,0.6554,True,0.0100
1006,6,24,C,D,0.6777,True,0.0100
1006,6,24,D,C,0.6471,True,0.0100
1006,6,25,A,B,0.5957,True,0.0100
1006,6,25,B,A,0.6404,True,0.0100
1006,6,25,A,C,0.5872,True,0.0100
1006,6,25,C,A,0.6521,True,0.0100
1006,6,25,B,D,0.6369,True,0.0100
1006,6,25,D,B,0.6407,True,0.0100
1006,6,25,C,D,0.6494,True,0.0100
1006,6,25,D,C,0.6373,True,0.0100
1006,6,26,A,B,0.5928,True,0.0100
1006,6,26,B,A,0.5861,True,0.0100
1006,6,26,A,C,0.5766,True,0.0100
1006,6,26,C,A,0.6089,True,0.0100
1006,6,26,B,D,0.5821,True,0.0100
1006,6,26,D,B,0.6218,True,0.0100
1006,6,26,C,D,0.6053,True,0.0100
1006,6,26,D,C,0.6062,True,0.0100
1006,6,27,A,B,0.5793,True,0.0100
1006,6,27,B,A,0.5903,True,0.0100
1006,6,27,A,C,0.5771,True,0.0100
1006,6,27,C,A,0.5934,True,0.0100
1006,6,27,B,D,0.6054,True,0.0100
1006,6,27,D,B,0.5889,True,0.0100
1006,6,27,C,D,0.6075,True,0.0100
1006,6,27,D,C,0.5864,True,0.0100
1006,6,28,A,B,0.5930,True,0.0100
1006,6,28,B,A,0.6271,True,0.0100
1006,6,28,A,C,0.5804,True,0.0100
1006,6,28,C,A,0.6399,True,0.0100
1006,6,28,B,D,0.6196,True,0.0100
1006,6,28,D,B,0.6133,True,0.0100
1006,6,28,C,D,0.6357,True,0.0100
1006,6,28,D,C,0.6012,True,0.0100
1006,6,29,A,B,0.5872,True,0.0100
1006,6,29,B,A,0.6178,True,0.0100
1006,6,29,A,C,0.5654,True,0.0100
1006,6,29,C,A,0.6254,True,0.0100
1006,6,29,B,D,0.6046,True,0.0100
1006,6,29,D,B,0.6139,True,0.0100
1006,6,29,C,D,0.6115,True,0.0100
1006,6,29,D,C,0.5939,True,0.0100
1006,6,30,A,B,0.5791,True,0.0100
1006,6,30,B,A,0.5607,True,0.0100
1006,6,30,A,C,0.5498,True,0.0100
1006,6,30,C,A,0.5732,True,0.0100
1006,6,30,B,D,0.5761,True,0.0100
1006,6,30,D,B,0.5860,True,0.0100
1006,6,30,C,D,0.5896,True,0.0100
1006,6,30,D,C,0.5587,True,0.0100
1006,6,31,A,B,0.5910,True,0.0100
1006,6,31,B,A,0.5528,True,0.0100
1006,6,31,A,C,0.5601,True,0.0100
1006,6,31,C,A,0.5565,True,0.0100
1006,6,31,B,D,0.5554,True,0.0100
1006,6,31,D,B,0.5758,True,0.0100
1006,6,31,C,D,0.5569,True,0.0100
1006,6,31,D,C,0.5458,True,0.0100
1006,6,32,A,B,0.5732,True,0.0100
1006,6,32,B,A,0.6053,True,0.0100
1006,6,32,A,C,0.5639,True,0.0100
1006,6,32,C,A,0.5973,True,0.0100
1006,6,32,B,D,0.5954,True,0.0100
1006,6,32,D,B,0.5936,True,0.0100
1006,6,32,C,D,0.5874,True,0.0100
