seed,episode,decision_step,source,target,gate_value,communicated,communication_cost
1003,3,43,A,C,0.5872,True,0.0100
1003,3,43,C,A,0.5821,True,0.0100
1003,3,43,B,D,0.5547,True,0.0100
1003,3,43,D,B,0.6088,True,0.0100
1003,3,43,C,D,0.5938,True,0.0100
1003,3,43,D,C,0.5948,True,0.0100
1003,3,44,A,B,0.6100,True,0.0100
1003,3,44,B,A,0.5757,True,0.0100
1003,3,44,A,C,0.6037,True,0.0100
1003,3,44,C,A,0.5932,True,0.0100
1003,3,44,B,D,0.5852,True,0.0100
1003,3,44,D,B,0.6217,True,0.0100
1003,3,44,C,D,0.6006,True,0.0100
1003,3,44,D,C,0.6140,True,0.0100
1003,3,45,A,B,0.6083,True,0.0100
1003,3,45,B,A,0.6102,True,0.0100
1003,3,45,A,C,0.6007,True,0.0100
1003,3,45,C,A,0.6332,True,0.0100
1003,3,45,B,D,0.5859,True,0.0100
1003,3,45,D,B,0.6187,True,0.0100
1003,3,45,C,D,0.6025,True,0.0100
1003,3,45,D,C,0.6077,True,0.0100
1003,3,46,A,B,0.5635,True,0.0100
1003,3,46,B,A,0.6056,True,0.0100
1003,3,46,A,C,0.5745,True,0.0100
1003,3,46,C,A,0.6040,True,0.0100
1003,3,46,B,D,0.5738,True,0.0100
1003,3,46,D,B,0.5789,True,0.0100
1003,3,46,C,D,0.5713,True,0.0100
1003,3,46,D,C,0.5891,True,0.0100
1003,3,47,A,B,0.5833,True,0.0100
1003,3,47,B,A,0.5925,True,0.0100
1003,3,47,A,C,0.5838,True,0.0100
1003,3,47,C,A,0.5857,True,0.0100
1003,3,47,B,D,0.5940,True,0.0100
1003,3,47,D,B,0.5913,True,0.0100
1003,3,47,C,D,0.5838,True,0.0100
1003,3,47,D,C,0.5911,True,0.0100
1003,3,48,A,B,0.6224,True,0.0100
1003,3,48,B,A,0.6120,True,0.0100
1003,3,48,A,C,0.5988,True,0.0100
1003,3,48,C,A,0.6142,True,0.0100
1003,3,48,B,D,0.5972,True,0.0100
1003,3,48,D,B,0.6385,True,0.0100
1003,3,48,C,D,0.5957,True,0.0100
1003,3,48,D,C,0.6132,True,0.0100
1003,3,49,A,B,0.6055,True,0.0100
1003,3,49,B,A,0.6126,True,0.0100
1003,3,49,A,C,0.5965,True,0.0100
1003,3,49,C,A,0.6228,True,0.0100
1003,3,49,B,D,0.5800,True,0.0100
1003,3,49,D,B,0.6521,True,0.0100
1003,3,49,C,D,0.5854,True,0.0100
1003,3,49,D,C,0.6465,True,0.0100
1003,3,50,A,B,0.6067,True,0.0100
1003,3,50,B,A,0.5577,True,0.0100
1003,3,50,A,C,0.5796,True,0.0100
1003,3,50,C,A,0.5793,True,0.0100
1003,3,50,B,D,0.5614,True,0.0100
1003,3,50,D,B,0.6424,True,0.0100
1003,3,50,C,D,0.5900,True,0.0100
1003,3,50,D,C,0.6185,True,0.0100
1003,3,51,A,B,0.5981,True,0.0100
1003,3,51,B,A,0.5557,True,0.0100
1003,3,51,A,C,0.5788,True,0.0100
1003,3,51,C,A,0.5551,True,0.0100
1003,3,51,B,D,0.5705,True,0.0100
1003,3,51,D,B,0.6263,True,0.0100
1003,3,51,C,D,0.5748,True,0.0100
1003,3,51,D,C,0.6044,True,0.0100
1003,3,52,A,B,0.6022,True,0.0100
1003,3,52,B,A,0.5954,True,0.0100
1003,3,52,A,C,0.5840,True,0.0100
1003,3,52,C,A,0.6192,True,0.0100
1003,3,52,B,D,0.5898,True,0.0100
1003,3,52,D,B,0.6381,True,0.0100
1003,3,52,C,D,0.6188,True,0.0100
1003,3,52,D,C,0.6269,True,0.0100
1003,3,53,A,B,0.5816,True,0.0100
1003,3,53,B,A,0.5959,True,0.0100
1003,3,53,A,C,0.5717,True,0.0100
1003,3,53,C,A,0.6251,True,0.0100
1003,3,53,B,D,0.5779,True,0.0100
1003,3,53,D,B,0.6277,True,0.0100
1003,3,53,C,D,0.6057,True,0.0100
1003,3,53,D,C,0.6283,True,0.0100
1003,3,54,A,B,0.5960,True,0.0100
1003,3,54,B,A,0.5435,True,0.0100
1003,3,54,A,C,0.5663,True,0.0100
1003,3,54,C,A,0.5899,True,0.0100
1003,3,54,B,D,0.5478,True,0.0100
1003,3,54,D,B,0.6062,True,0.0100
1003,3,54,C,D,0.5942,True,0.0100
1003,3,54,D,C,0.5830,True,0.0100
1003,3,55,A,B,0.5999,True,0.0100
1003,3,55,B,A,0.5427,True,0.0100
1003,3,55,A,C,0.5711,True,0.0100
1003,3,55,C,A,0.5692,True,0.0100
1003,3,55,B,D,0.5900,True,0.0100
1003,3,55,D,B,0.5769,True,0.0100
1003,3,55,C,D,0.6120,True,0.0100
1003,3,55,D,C,0.5510,True,0.0100
1003,3,56,A,B,0.5986,True,0.0100
1003,3,56,B,A,0.6173,True,0.0100
1003,3,56,A,C,0.5909,True,0.0100
1003,3,56,C,A,0.6074,True,0.0100
1003,3,56,B,D,0.6263,True,0.0100
1003,3,56,D,B,0.6111,True,0.0100
1003,3,56,C,D,0.6168,True,0.0100
1003,3,56,D,C,0.6090,True,0.0100
1003,3,57,A,B,0.5922,True,0.0100
1003,3,57,B,A,0.6045,True,0.0100
1003,3,57,A,C,0.5866,True,0.0100
1003,3,57,C,A,0.5993,True,0.0100
1003,3,57,B,D,0.6095,True,0.0100
1003,3,57,D,B,0.6090,True,0.0100
1003,3,57,C,D,0.6022,True,0.0100
1003,3,57,D,C,0.6073,True,0.0100
1003,3,58,A,B,0.5803,True,0.0100
1003,3,58,B,A,0.5717,True,0.0100
1003,3,58,A,C,0.5880,True,0.0100
1003,3,58,C,A,0.5440,True,0.0100
1003,3,58,B,D,0.5932,True,0.0100
1003,3,58,D,B,0.5993,True,0.0100
1003,3,58,C,D,0.5640,True,0.0100
1003,3,58,D,C,0.6091,True,0.0100
1003,3,59,A,B,0.6136,True,0.0100
1003,3,59,B,A,0.5414,True,0.0100
1003,3,59,A,C,0.5841,True,0.0100
1003,3,59,C,A,0.5460,True,0.0100
1003,3,59,B,D,0.5705,True,0.0100
1003,3,59,D,B,0.6027,True,0.0100
1003,3,59,C,D,0.5716,True,0.0100
1003,3,59,D,C,0.5819,True,0.0100
1003,3,60,A,B,0.6152,True,0.0100
1003,3,60,B,A,0.5812,True,0.0100
1003,3,60,A,C,0.5926,True,0.0100
1003,3,60,C,A,0.6192,True,0.0100
1003,3,60,B,D,0.5955,True,0.0100
1003,3,60,D,B,0.6279,True,0.0100
1003,3,60,C,D,0.6341,True,0.0100
1003,3,60,D,C,0.6095,True,0.0100
1003,3,61,A,B,0.5814,True,0.0100
1003,3,61,B,A,0.5884,True,0.0100
1003,3,61,A,C,0.5495,True,0.0100
1003,3,61,C,A,0.6317,True,0.0100
1003,3,61,B,D,0.5846,True,0.0100
1003,3,61,D,B,0.6133,True,0.0100
1003,3,61,C,D,0.6251,True,0.0100
1003,3,61,D,C,0.5911,True,0.0100
1003,3,62,A,B,0.5684,True,0.0100
1003,3,62,B,A,0.5429,True,0.0100
1003,3,62,A,C,0.5613,True,0.0100
1003,3,62,C,A,0.5743,True,0.0100
1003,3,62,B,D,0.5819,True,0.0100
1003,3,62,D,B,0.5738,True,0.0100
1003,3,62,C,D,0.6147,True,0.0100
1003,3,62,D,C,0.5686,True,0.0100
1003,3,63,A,B,0.5750,True,0.0100
1003,3,63,B,A,0.5266,True,0.0100
1003,3,63,A,C,0.5634,True,0.0100
1003,3,63,C,A,0.5683,True,0.0100
1003,3,63,B,D,0.5843,True,0.0100
1003,3,63,D,B,0.5700,True,0.0100
1003,3,63,C,D,0.6303,True,0.0100
1003,3,63,D,C,0.5596,True,0.0100
1003,3,64,A,B,0.6016,True,0.0100
1003,3,64,B,A,0.5944,True,0.0100
1003,3,64,A,C,0.6023,True,0.0100
1003,3,64,C,A,0.6043,True,0.0100
1003,3,64,B,D,0.6144,True,0.0100
1003,3,64,D,B,0.6180,True,0.0100
1003,3,64,C,D,0.6273,True,0.0100
1003,3,64,D,C,0.6258,True,0.0100
1003,3,65,A,B,0.5887,True,0.0100
1003,3,65,B,A,0.5818,True,0.0100
1003,3,65,A,C,0.5577,True,0.0100
1003,3,65,C,A,0.6178,True,0.0100
1003,3,65,B,D,0.5883,True,0.0100
1003,3,65,D,B,0.6377,True,0.0100
1003,3,65,C,D,0.6253,True,0.0100
1003,3,65,D,C,0.6175,True,0.0100
1003,3,66,A,B,0.5894,True,0.0100
1003,3,66,B,A,0.5445,True,0.0100
1003,3,66,A,C,0.5357,True,0.0100
1003,3,66,C,A,0.5854,True,0.0100
1003,3,66,B,D,0.5764,True,0.0100
1003,3,66,D,B,0.6243,True,0.0100
1003,3,66,C,D,0.6185,True,0.0100
1003,3,66,D,C,0.5727,True,0.0100
1003,3,67,A,B,0.5740,True,0.0100
1003,3,67,B,A,0.5476,True,0.0100
1003,3,67,A,C,0.5422,True,0.0100
1003,3,67,C,A,0.6005,True,0.0100
1003,3,67,B,D,0.5820,True,0.0100
1003,3,67,D,B,0.5716,True,0.0100
1003,3,67,C,D,0.6364,True,0.0100
1003,3,67,D,C,0.5378,True,0.0100
1003,3,68,A,B,0.6130,True,0.0100
1003,3,68,B,A,0.5800,True,0.0100
1003,3,68,A,C,0.5936,True,0.0100
1003,3,68,C,A,0.6129,True,0.0100
1003,3,68,B,D,0.6017,True,0.0100
1003,3,68,D,B,0.6291,True,0.0100
1003,3,68,C,D,0.6303,True,0.0100
1003,3,68,D,C,0.6151,True,0.0100
1003,3,69,A,B,0.5859,True,0.0100
1003,3,69,B,A,0.5942,True,0.0100
1003,3,69,A,C,0.5743,True,0.0100
1003,3,69,C,A,0.6302,True,0.0100
1003,3,69,B,D,0.5818,True,0.0100
1003,3,69,D,B,0.6409,True,0.0100
1003,3,69,C,D,0.6147,True,0.0100
1003,3,69,D,C,0.6345,True,0.0100
1003,3,70,A,B,0.5691,True,0.0100
1003,3,70,B,A,0.5582,True,0.0100
1003,3,70,A,C,0.5745,True,0.0100
1003,3,70,C,A,0.5839,True,0.0100
1003,3,70,B,D,0.5650,True,0.0100
1003,3,70,D,B,0.6137,True,0.0100
1003,3,70,C,D,0.5907,True,0.0100
1003,3,70,D,C,0.6216,True,0.0100
1003,3,71,A,B,0.5703,True,0.0100
1003,3,71,B,A,0.5645,True,0.0100
1003,3,71,A,C,0.5670,True,0.0100
1003,3,71,C,A,0.5823,True,0.0100
1003,3,71,B,D,0.5760,True,0.0100
1003,3,71,D,B,0.6164,True,0.0100
1003,3,71,C,D,0.6018,True,0.0100
1003,3,71,D,C,0.6122,True,0.0100
1003,3,72,A,B,0.6193,True,0.0100
1003,3,72,B,A,0.6105,True,0.0100
1003,3,72,A,C,0.5963,True,0.0100
1003,3,72,C,A,0.6265,True,0.0100
1003,3,72,B,D,0.6216,True,0.0100
1003,3,72,D,B,0.6515,True,0.0100
1003,3,72,C,D,0.6455,True,0.0100
1003,3,72,D,C,0.6281,True,0.0100
1003,3,73,A,B,0.5967,True,0.0100
1003,3,73,B,A,0.6229,True,0.0100
1003,3,73,A,C,0.5722,True,0.0100
1003,3,73,C,A,0.6407,True,0.0100
1003,3,73,B,D,0.6159,True,0.0100
1003,3,73,D,B,0.6509,True,0.0100
1003,3,73,C,D,0.6406,True,0.0100
1003,3,73,D,C,0.6318,True,0.0100
1003,3,74,A,B,0.5684,True,0.0100
1003,3,74,B,A,0.5791,True,0.0100
1003,3,74,A,C,0.5607,True,0.0100
1003,3,74,C,A,0.5893,True,0.0100
1003,3,74,B,D,0.6030,True,0.0100
1003,3,74,D,B,0.6041,True,0.0100
1003,3,74,C,D,0.6144,True,0.0100
1003,3,74,D,C,0.5940,True,0.0100
1003,3,75,A,B,0.5829,True,0.0100
1003,3,75,B,A,0.5665,True,0.0100
1003,3,75,A,C,0.5824,True,0.0100
1003,3,75,C,A,0.5517,True,0.0100
1003,3,75,B,D,0.5985,True,0.0100
1003,3,75,D,B,0.6060,True,0.0100
1003,3,75,C,D,0.5837,True,0.0100
1003,3,75,D,C,0.6014,True,0.0100
1003,3,76,A,B,0.6077,True,0.0100
1003,3,76,B,A,0.5952,True,0.0100
1003,3,76,A,C,0.5895,True,0.0100
1003,3,76,C,A,0.5927,True,0.0100
1003,3,76,B,D,0.6260,True,0.0100
1003,3,76,D,B,0.6407,True,0.0100
1003,3,76,C,D,0.6265,True,0.0100
1003,3,76,D,C,0.6186,True,0.0100
1003,3,77,A,B,0.6128,True,0.0100
1003,3,77,B,A,0.5814,True,0.0100
1003,3,77,A,C,0.5853,True,0.0100
1003,3,77,C,A,0.6081,True,0.0100
1003,3,77,B,D,0.5872,True,0.0100
1003,3,77,D,B,0.6387,True,0.0100
1003,3,77,C,D,0.6188,True,0.0100
1003,3,77,D,C,0.6134,True,0.0100
1003,3,78,A,B,0.6018,True,0.0100
1003,3,78,B,A,0.5400,True,0.0100
1003,3,78,A,C,0.5695,True,0.0100
1003,3,78,C,A,0.5618,True,0.0100
1003,3,78,B,D,0.5621,True,0.0100
1003,3,78,D,B,0.6393,True,0.0100
1003,3,78,C,D,0.5916,True,0.0100
1003,3,78,D,C,0.6033,True,0.0100
1003,3,79,A,B,0.5884,True,0.0100
1003,3,79,B,A,0.5392,True,0.0100
1003,3,79,A,C,0.5760,True,0.0100
1003,3,79,C,A,0.5503,True,0.0100
1003,3,79,B,D,0.5889,True,0.0100
1003,3,79,D,B,0.6015,True,0.0100
1003,3,79,C,D,0.6034,True,0.0100
1003,3,79,D,C,0.5832,True,0.0100
1003,3,80,A,B,0.6206,True,0.0100
1003,3,80,B,A,0.5859,True,0.0100
1003,3,80,A,C,0.5897,True,0.0100
1003,3,80,C,A,0.6036,True,0.0100
1003,3,80,B,D,0.6162,True,0.0100
1003,3,80,D,B,0.6672,True,0.0100
1003,3,80,C,D,0.6423,True,0.0100
1003,3,80,D,C,0.6345,True,0.0100
1003,3,81,A,B,0.5908,True,0.0100
1003,3,81,B,A,0.6210,True,0.0100
1003,3,81,A,C,0.5703,True,0.0100
1003,3,81,C,A,0.6226,True,0.0100
1003,3,81,B,D,0.6175,True,0.0100
1003,3,81,D,B,0.6627,True,0.0100
1003,3,81,C,D,0.6272,True,0.0100
1003,3,81,D,C,0.6490,True,0.0100
1003,3,82,A,B,0.5808,True,0.0100
1003,3,82,B,A,0.5695,True,0.0100
1003,3,82,A,C,0.5476,True,0.0100
1003,3,82,C,A,0.5831,True,0.0100
1003,3,82,B,D,0.5916,True,0.0100
1003,3,82,D,B,0.6268,True,0.0100
1003,3,82,C,D,0.6103,True,0.0100
1003,3,82,D,C,0.5889,True,0.0100
1003,3,83,A,B,0.5731,True,0.0100
1003,3,83,B,A,0.5650,True,0.0100
1003,3,83,A,C,0.5440,True,0.0100
1003,3,83,C,A,0.5561,True,0.0100
1003,3,83,B,D,0.6060,True,0.0100
1003,3,83,D,B,0.5943,True,0.0100
1003,3,83,C,D,0.5986,True,0.0100
1003,3,83,D,C,0.5583,True,0.0100
1003,3,84,A,B,0.6034,True,0.0100
1003,3,84,B,A,0.6103,True,0.0100
1003,3,84,A,C,0.5690,True,0.0100
1003,3,84,C,A,0.6092,True,0.0100
1003,3,84,B,D,0.6250,True,0.0100
1003,3,84,D,B,0.6537,True,0.0100
1003,3,84,C,D,0.6286,True,0.0100
1003,3,84,D,C,0.6160,True,0.0100
1003,3,85,A,B,0.5869,True,0.0100
1003,3,85,B,A,0.5961,True,0.0100
1003,3,85,A,C,0.5603,True,0.0100
1003,3,85,C,A,0.5905,True,0.0100
1003,3,85,B,D,0.6117,True,0.0100
1003,3,85,D,B,0.6398,True,0.0100
1003,3,85,C,D,0.6022,True,0.0100
1003,3,85,D,C,0.6121,True,0.0100
1003,3,86,A,B,0.5737,True,0.0100
1003,3,86,B,A,0.5696,True,0.0100
1003,3,86,A,C,0.5534,True,0.0100
1003,3,86,C,A,0.5404,True,0.0100
1003,3,86,B,D,0.5887,True,0.0100
1003,3,86,D,B,0.6194,True,0.0100
1003,3,86,C,D,0.5593,True,0.0100
1003,3,86,D,C,0.5937,True,0.0100
1003,3,87,A,B,0.5564,True,0.0100
1003,3,87,B,A,0.5597,True,0.0100
1003,3,87,A,C,0.5514,True,0.0100
1003,3,87,C,A,0.5452,True,0.0100
1003,3,87,B,D,0.5951,True,0.0100
1003,3,87,D,B,0.5844,True,0.0100
1003,3,87,C,D,0.5843,True,0.0100
1003,3,87,D,C,0.5718,True,0.0100
1003,3,88,A,B,0.6020,True,0.0100
1003,3,88,B,A,0.5940,True,0.0100
1003,3,88,A,C,0.5768,True,0.0100
1003,3,88,C,A,0.6172,True,0.0100
1003,3,88,B,D,0.6065,True,0.0100
1003,3,88,D,B,0.6207,True,0.0100
1003,3,88,C,D,0.6383,True,0.0100
1003,3,88,D,C,0.5950,True,0.0100
1003,3,89,A,B,0.5848,True,0.0100
1003,3,89,B,A,0.5818,True,0.0100
1003,3,89,A,C,0.5767,True,0.0100
1003,3,89,C,A,0.6104,True,0.0100
1003,3,89,B,D,0.5869,True,0.0100
1003,3,89,D,B,0.6223,True,0.0100
1003,3,89,C,D,0.6262,True,0.0100
1003,3,89,D,C,0.6126,True,0.0100
1003,3,90,A,B,0.5718,True,0.0100
1003,3,90,B,A,0.5537,True,0.0100
1003,3,90,A,C,0.5622,True,0.0100
1003,3,90,C,A,0.5724,True,0.0100
1003,3,90,B,D,0.5623,True,0.0100
1003,3,90,D,B,0.6108,True,0.0100
1003,3,90,C,D,0.5926,True,0.0100
1003,3,90,D,C,0.5957,True,0.0100
1003,3,91,A,B,0.5926,True,0.0100
1003,3,91,B,A,0.5352,True,0.0100
1003,3,91,A,C,0.5790,True,0.0100
1003,3,91,C,A,0.5468,True,0.0100
1003,3,91,B,D,0.5539,True,0.0100
1003,3,91,D,B,0.6144,True,0.0100
1003,3,91,C,D,0.5713,True,0.0100
1003,3,91,D,C,0.5923,True,0.0100
1003,3,92,A,B,0.6076,True,0.0100
1003,3,92,B,A,0.5823,True,0.0100
1003,3,92,A,C,0.5882,True,0.0100
1003,3,92,C,A,0.5821,True,0.0100
1003,3,92,B,D,0.5900,True,0.0100
1003,3,92,D,B,0.6375,True,0.0100
1003,3,92,C,D,0.5987,True,0.0100
1003,3,92,D,C,0.6164,True,0.0100
1003,3,93,A,B,0.6037,True,0.0100
1003,3,93,B,A,0.5955,True,0.0100
1003,3,93,A,C,0.5916,True,0.0100
1003,3,93,C,A,0.6073,True,0.0100
1003,3,93,B,D,0.5868,True,0.0100
1003,3,93,D,B,0.6354,True,0.0100
1003,3,93,C,D,0.6083,True,0.0100
1003,3,93,D,C,0.6248,True,0.0100
1003,3,94,A,B,0.5801,True,0.0100
1003,3,94,B,A,0.5727,True,0.0100
1003,3,94,A,C,0.5797,True,0.0100
1003,3,94,C,A,0.5819,True,0.0100
1003,3,94,B,D,0.5814,True,0.0100
1003,3,94,D,B,0.6014,True,0.0100
1003,3,94,C,D,0.5909,True,0.0100
1003,3,94,D,C,0.6014,True,0.0100
1003,3,95,A,B,0.5901,True,0.0100
1003,3,95,B,A,0.5585,True,0.0100
1003,3,95,A,C,0.5866,True,0.0100
1003,3,95,C,A,0.5710,True,0.0100
1003,3,95,B,D,0.5854,True,0.0100
1003,3,95,D,B,0.5821,True,0.0100
1003,3,95,C,D,0.5957,True,0.0100
1003,3,95,D,C,0.5745,True,0.0100
1003,3,96,A,B,0.6119,True,0.0100
1003,3,96,B,A,0.6002,True,0.0100
1003,3,96,A,C,0.6121,True,0.0100
1003,3,96,C,A,0.6151,True,0.0100
1003,3,96,B,D,0.5857,True,0.0100
1003,3,96,D,B,0.6372,True,0.0100
1003,3,96,C,D,0.5988,True,0.0100
1003,3,96,D,C,0.6410,True,0.0100
1003,3,97,A,B,0.6092,True,0.0100
1003,3,97,B,A,0.5819,True,0.0100
1003,3,97,A,C,0.5853,True,0.0100
1003,3,97,C,A,0.6194,True,0.0100
1003,3,97,B,D,0.5838,True,0.0100
1003,3,97,D,B,0.6320,True,0.0100
1003,3,97,C,D,0.6189,True,0.0100
1003,3,97,D,C,0.6183,True,0.0100
1003,3,98,A,B,0.5704,True,0.0100
1003,3,98,B,A,0.5626,True,0.0100
1003,3,98,A,C,0.5489,True,0.0100
1003,3,98,C,A,0.5926,True,0.0100
1003,3,98,B,D,0.5838,True,0.0100
1003,3,98,D,B,0.5967,True,0.0100
1003,3,98,C,D,0.6163,True,0.0100
1003,3,98,D,C,0.5774,True,0.0100
1003,3,99,A,B,0.5805,True,0.0100
1003,3,99,B,A,0.5451,True,0.0100
1003,3,99,A,C,0.5855,True,0.0100
1003,3,99,C,A,0.5584,True,0.0100
1003,3,99,B,D,0.5983,True,0.0100
1003,3,99,D,B,0.5851,True,0.0100
1003,3,99,C,D,0.6156,True,0.0100
1003,3,99,D,C,0.5848,True,0.0100
1004,4,0,A,B,0.6202,True,0.0100
1004,4,0,B,A,0.6202,True,0.0100
1004,4,0,A,C,0.6202,True,0.0100
1004,4,0,C,A,0.6202,True,0.0100
1004,4,0,B,D,0.6202,True,0.0100
1004,4,0,D,B,0.6202,True,0.0100
1004,4,0,C,D,0.6202,True,0.0100
1004,4,0,D,C,0.6202,True,0.0100
1004,4,1,A,B,0.6185,True,0.0100
1004,4,1,B,A,0.6198,True,0.0100
1004,4,1,A,C,0.6190,True,0.0100
1004,4,1,C,A,0.6161,True,0.0100
1004,4,1,B,D,0.6186,True,0.0100
1004,4,1,D,B,0.6182,True,0.0100
1004,4,1,C,D,0.6150,True,0.0100
1004,4,1,D,C,0.6188,True,0.0100
1004,4,2,A,B,0.5917,True,0.0100
1004,4,2,B,A,0.5938,True,0.0100
1004,4,2,A,C,0.5928,True,0.0100
1004,4,2,C,A,0.5908,True,0.0100
1004,4,2,B,D,0.5936,True,0.0100
1004,4,2,D,B,0.5931,True,0.0100
1004,4,2,C,D,0.5905,True,0.0100
1004,4,2,D,C,0.5942,True,0.0100
1004,4,3,A,B,0.5870,True,0.0100
1004,4,3,B,A,0.5873,True,0.0100
1004,4,3,A,C,0.5853,True,0.0100
1004,4,3,C,A,0.5867,True,0.0100
1004,4,3,B,D,0.5873,True,0.0100
1004,4,3,D,B,0.5891,True,0.0100
1004,4,3,C,D,0.5867,True,0.0100
1004,4,3,D,C,0.5874,True,0.0100
1004,4,4,A,B,0.6078,True,0.0100
1004,4,4,B,A,0.6036,True,0.0100
1004,4,4,A,C,0.6102,True,0.0100
1004,4,4,C,A,0.6110,True,0.0100
1004,4,4,B,D,0.5868,True,0.0100
1004,4,4,D,B,0.6153,True,0.0100
1004,4,4,C,D,0.5942,True,0.0100
1004,4,4,D,C,0.6177,True,0.0100
1004,4,5,A,B,0.5999,True,0.0100
1004,4,5,B,A,0.5953,True,0.0100
1004,4,5,A,C,0.6104,True,0.0100
1004,4,5,C,A,0.6214,True,0.0100
1004,4,5,B,D,0.5807,True,0.0100
1004,4,5,D,B,0.5999,True,0.0100
1004,4,5,C,D,0.6056,True,0.0100
1004,4,5,D,C,0.6106,True,0.0100
1004,4,6,A,B,0.5684,True,0.0100
1004,4,6,B,A,0.5973,True,0.0100
1004,4,6,A,C,0.5717,True,0.0100
1004,4,6,C,A,0.5999,True,0.0100
1004,4,6,B,D,0.5785,True,0.0100
1004,4,6,D,B,0.5915,True,0.0100
1004,4,6,C,D,0.5814,True,0.0100
1004,4,6,D,C,0.5940,True,0.0100
1004,4,7,A,B,0.5539,True,0.0100
1004,4,7,B,A,0.5916,True,0.0100
1004,4,7,A,C,0.5713,True,0.0100
1004,4,7,C,A,0.5982,True,0.0100
1004,4,7,B,D,0.5789,True,0.0100
1004,4,7,D,B,0.5781,True,0.0100
1004,4,7,C,D,0.5846,True,0.0100
1004,4,7,D,C,0.5932,True,0.0100
1004,4,8,A,B,0.6046,True,0.0100
1004,4,8,B,A,0.6082,True,0.0100
1004,4,8,A,C,0.5911,True,0.0100
1004,4,8,C,A,0.6266,True,0.0100
1004,4,8,B,D,0.6008,True,0.0100
1004,4,8,D,B,0.6138,True,0.0100
1004,4,8,C,D,0.6199,True,0.0100
1004,4,8,D,C,0.6003,True,0.0100
1004,4,9,A,B,0.6137,True,0.0100
1004,4,9,B,A,0.6139,True,0.0100
1004,4,9,A,C,0.6082,True,0.0100
1004,4,9,C,A,0.6190,True,0.0100
1004,4,9,B,D,0.6030,True,0.0100
1004,4,9,D,B,0.6200,True,0.0100
1004,4,9,C,D,0.6070,True,0.0100
1004,4,9,D,C,0.6148,True,0.0100
1004,4,10,A,B,0.6076,True,0.0100
1004,4,10,B,A,0.5937,True,0.0100
1004,4,10,A,C,0.5814,True,0.0100
1004,4,10,C,A,0.6114,True,0.0100
1004,4,10,B,D,0.5838,True,0.0100
1004,4,10,D,B,0.5850,True,0.0100
1004,4,10,C,D,0.6022,True,0.0100
1004,4,10,D,C,0.5598,True,0.0100
1004,4,11,A,B,0.6099,True,0.0100
1004,4,11,B,A,0.5921,True,0.0100
1004,4,11,A,C,0.6030,True,0.0100
1004,4,11,C,A,0.5962,True,0.0100
1004,4,11,B,D,0.5969,True,0.0100
1004,4,11,D,B,0.5710,True,0.0100
1004,4,11,C,D,0.6025,True,0.0100
1004,4,11,D,C,0.5642,True,0.0100
1004,4,12,A,B,0.6220,True,0.0100
1004,4,12,B,A,0.6205,True,0.0100
1004,4,12,A,C,0.6377,True,0.0100
1004,4,12,C,A,0.6131,True,0.0100
1004,4,12,B,D,0.6104,True,0.0100
1004,4,12,D,B,0.6318,True,0.0100
1004,4,12,C,D,0.6033,True,0.0100
1004,4,12,D,C,0.6489,True,0.0100
1004,4,13,A,B,0.6154,True,0.0100
1004,4,13,B,A,0.6156,True,0.0100
1004,4,13,A,C,0.6294,True,0.0100
1004,4,13,C,A,0.6342,True,0.0100
1004,4,13,B,D,0.5967,True,0.0100
1004,4,13,D,B,0.6342,True,0.0100
1004,4,13,C,D,0.6139,True,0.0100
1004,4,13,D,C,0.6490,True,0.0100
1004,4,14,A,B,0.6016,True,0.0100
1004,4,14,B,A,0.5949,True,0.0100
1004,4,14,A,C,0.5996,True,0.0100
1004,4,14,C,A,0.5894,True,0.0100
1004,4,14,B,D,0.6106,True,0.0100
1004,4,14,D,B,0.6114,True,0.0100
1004,4,14,C,D,0.6051,True,0.0100
1004,4,14,D,C,0.6096,True,0.0100
1004,4,15,A,B,0.6079,True,0.0100
1004,4,15,B,A,0.5626,True,0.0100
1004,4,15,A,C,0.6116,True,0.0100
1004,4,15,C,A,0.5603,True,0.0100
1004,4,15,B,D,0.5921,True,0.0100
1004,4,15,D,B,0.5972,True,0.0100
1004,4,15,C,D,0.5880,True,0.0100
1004,4,15,D,C,0.6007,True,0.0100
1004,4,16,A,B,0.6321,True,0.0100
1004,4,16,B,A,0.5913,True,0.0100
1004,4,16,A,C,0.6424,True,0.0100
1004,4,16,C,A,0.5796,True,0.0100
1004,4,16,B,D,0.6079,True,0.0100
1004,4,16,D,B,0.6191,True,0.0100
1004,4,16,C,D,0.5953,True,0.0100
1004,4,16,D,C,0.6291,True,0.0100
1004,4,17,A,B,0.5836,True,0.0100
1004,4,17,B,A,0.6255,True,0.0100
1004,4,17,A,C,0.5932,True,0.0100
1004,4,17,C,A,0.6037,True,0.0100
1004,4,17,B,D,0.6131,True,0.0100
1004,4,17,D,B,0.6128,True,0.0100
1004,4,17,C,D,0.5929,True,0.0100
1004,4,17,D,C,0.6246,True,0.0100
1004,4,18,A,B,0.5446,True,0.0100
1004,4,18,B,A,0.5890,True,0.0100
1004,4,18,A,C,0.5516,True,0.0100
1004,4,18,C,A,0.5942,True,0.0100
1004,4,18,B,D,0.5685,True,0.0100
1004,4,18,D,B,0.5886,True,0.0100
1004,4,18,C,D,0.5747,True,0.0100
1004,4,18,D,C,0.5994,True,0.0100
1004,4,19,A,B,0.5752,True,0.0100
